entire,campus,number,class_,seperate,major,class_name,prof,time,place
1학년세미나,서울,GEKS005,AN,교양,교양교육원,1학년세미나Ⅰ,김희천,1(1),미정
정보대학,서울,COSE389,00,전공선택,컴퓨터학과,기업가정신과리더쉽,최병호,3(3),월(5-6) 정보통신관 B103호
정보대학,서울,COSE401,00,전공선택,컴퓨터학과,현장실습및창업실습I 4학년 수강,유승욱,3(0),
정보대학,서울,COSE402,00,전공선택,컴퓨터학과,현장실습및창업실습II 4학년 수강,유승욱,3(0),
정보대학,서울,COSE403,00,전공선택,컴퓨터학과,현장실습및창업실습III 4학년 수강,유승욱,3(0),
정보대학,서울,COSE404,00,전공선택,컴퓨터학과,현장실습및창업실습IV 4학년 수강,유승욱,3(0),
정보대학,서울,COSE405,00,전공선택,컴퓨터학과,"컴퓨터학콜로키움 3,4학년 수강 가능",차성덕,3(6),화(7-8) 애기능생활관 302호 목(7-8) 애기능생활관 302호
정보대학,서울,COSE406,00,전공선택,컴퓨터학과,개별연구,오학주,3(6),수(9-10) 정보통신관 B102호 토(5-7) 
정보대학,서울,COSE415,00,전공선택,컴퓨터학과,저전력컴퓨팅,정성우,3(3),화(5) 정보통신관 205호 목(5) 정보통신관 205호
정보대학,서울,COSE421,00,전공선택,컴퓨터학과,임베디드시스템,인호,3(3),월(5) 정보통신관 B101호 수(5) 정보통신관 B101호
정보대학,서울,COSE423,00,전공선택,컴퓨터학과,볼록최적화입문,백승준,3(3),화(3-4) 정보통신관 B101호 목(3-4) 정보통신관 B101호
정보대학,서울,COSE441,00,전공선택,컴퓨터학과,인터넷프로토콜,김효곤,3(3),화(2) 정보통신관 202호 목(2) 정보통신관 202호
정경대학,서울,POLI453,00,전공선택,정치외교학과,비교정치경제,권혁용,3(3),월(3-4) 정경관 501호 수(3-4) 정경관 501호
정경대학,서울,ECON240,00,전공선택,경제학과,산업조직론(영강),남재현,3(3),월(2) 교양관 111호 수(2) 교양관 111호
정경대학,서울,ECON244,00,전공선택,경제학과,노동시장론(영강),김세익,3(3),화(1) 정경관 101호 목(1) 정경관 101호
정경대학,서울,ECON301,01,전공선택,경제학과,계량경제학I(영강),이상혁,3(3),화(7-8) 정경관 101호 목(7-8) 정경관 101호
정경대학,서울,ECON301,02,전공선택,경제학과,계량경제학I,조용수,3(3),화(6) 정경관 202호 목(6) 정경관 202호
정경대학,서울,ECON302,00,전공선택,경제학과,계량경제학II(영강),김덕파,3(3),목(5-6) 교양관 111호
정경대학,서울,ECON324,00,전공선택,경제학과,전략과정보의경제학(영강),조원기,3(3),화(1) 정경관 202호 목(1) 정경관 202호
정경대학,서울,ECON329,00,전공선택,경제학과,한국경제사,박이택,3(3),화(6) 정경관 507호 목(6) 정경관 507호
정경대학,서울,ECON331,01,전공선택,경제학과,화폐금융론,신관호,3(3),월(2) 정경관 202호 수(2) 정경관 202호
정경대학,서울,ECON331,02,전공선택,경제학과,화폐금융론,김동헌,3(3),월(6) 정경관 503호 수(6) 정경관 503호
정경대학,서울,ECON333,00,전공선택,경제학과,재정학(영강),이우진,3(3),월(6) 정경관 501호 수(6) 정경관 501호
의과대학,서울,MEDI251,00,전공필수,의학과,환자·의사·사회I:환자와의사,최윤선 이영미조금준 최새별강은주 안신영장영우 김정아이청우,1(1),의대 제2강의실
의과대학,서울,MEDI301,00,전공필수,의학과,심장내과학임상실습,최철웅 유철웅김진석 박재형,2(4),
의과대학,서울,MEDI302,00,전공필수,의학과,소화기내과학임상실습,금보라 김승영이영선,2(4),
의과대학,서울,MEDI303,00,전공필수,의학과,호흡기내과학임상실습,이영석 이승룡김병근 김병기,2(4),
의과대학,서울,MEDI304,00,전공필수,의학과,혈액종양내과학임상실습,성화정 김대식최윤지,2(4),
의과대학,서울,MEDI305,00,전공필수,의학과,신장내과학임상실습,조원용 고강지차진주 오세원,2(4),
의과대학,서울,MEDI306,00,전공필수,의학과,감염내과학임상실습,손장욱 송준영최원석 윤영경,2(4),
의과대학,서울,MEDI307,00,전공필수,의학과,내분비내과학임상실습,류혜진 김남훈유지희,2(4),
의과대학,서울,MEDI313,00,전공필수,의학과,가정의학임상실습,김선미 김도훈김양현,2(4),
의과대학,서울,MEDI317,00,전공필수,의학과,영상의학임상실습,이창희 염석규유인선 송성은,2(4),
생명과학대학,서울,LESE407,00,전공선택,식품자원경제학과,부동산경제론 [타과제한(식품자원경제학과 소속학생(이중/융합/복수/부전공생) 수강 가능)],이나영,3(3),금(3-5) 생명과학관(동관)101호
생명과학대학,서울,LESE413,00,전공선택,식품자원경제학과,법경제학 [타과제한(식품자원경제학과 소속학생(이중/복수/부전공생) 수강 가능)],이효창,3(3),월(1) 생명과학관(동관)101호 수(1) 생명과학관(동관)101호
생명과학대학,서울,LIFS341,00,전공필수,식품공학과,식품분석학실험,임승택 박은영,2(4),목(7-10) 생명과학관(동관) 314호
생명과학대학,서울,LIFS343,00,전공필수,식품공학과,식품생화학실험,김지선,2(4),월(6-9) 생명과학관(동관) 314호
생명과학대학,서울,LIFS457,00,전공선택,식품공학과,과실채소류과학(영강),박은영,3(3),화(3-4) 생명과학관(서관) 121호 목(3-4) 생명과학관(서관) 121호
생명과학대학,서울,LIET367,00,전공필수,환경생태공학부,환경과디자인의이해및실습(영강),전진형,3(4),월(5-7) 생명과학관(서관) L102호
생명과학대학,서울,LIET370,00,전공필수,환경생태공학부,조경표현기법및실습,김태경,3(4),금(1-3) 생명과학관(서관) L102호
생명과학대학,서울,LIET405,00,전공필수,환경생태공학부,환경생태공학세미나I,최윤이,1(1),수(3-4) 생명과학관(동관)107 호
생명과학대학,서울,LIET409,00,전공선택,환경생태공학부,수질관리학및실험,심태용,3(4),월(6-7) 생명과학관(서관) 121호 수(6) 생명과학관(서관) 121호
생명과학대학,서울,LIET492,00,전공선택,환경생태공학부,지역및도시계획학,성현찬,3(3),월(2) 생명과학관(동관)104호 수(2) 생명과학관(동관)104호
생명과학대학,서울,LIET494,00,전공선택,환경생태공학부,경관생태학(영강),Asia Khamzina,3(3),월(5) 생명과학관(동관)108호 수(5) 생명과학관(동관)108호
생명과학대학,서울,LIST301,03,학부공통,생명과학대학,분자생물학Ⅰ,이호정,3(3),월(5) 생명과학관(서관) 121호 수(5) 생명과학관(서관) 121호
생명과학대학,서울,LIST301,04,학부공통,생명과학대학,분자생물학Ⅰ,이영식,3(3),화(2) 생명과학관(서관) 335호 목(2) 생명과학관(서관) 335호
생명과학대학,서울,LIST303,01,학부공통,생명과학대학,유전학Ⅰ(영강),지성길,3(3),화(6) 하나과학관 109호 목(6) 하나과학관 109호
생명과학대학,서울,LIST303,03,학부공통,생명과학대학,유전학Ⅰ ?,안지훈,3(3),월(6) 하나과학관 지하 131호 수(6) 하나과학관 지하 131호
생명과학대학,서울,LIST303,04,학부공통,생명과학대학,유전학Ⅰ,김욱,3(3),월(6) 생명과학관(서관)301호 화(6) 생명과학관(서관)301호
생명과학대학,서울,LIST304,00,학부공통,생명과학대학,유전학Ⅱ,김지형,3(3),화(3-4) 생명과학관(동관)107 호 목(3-4) 생명과학관(동관)107 호
생명과학대학,서울,LIST305,01,학부공통,생명과학대학,생화학Ⅰ(영강) (수업시간:12:00~13:15),김준 우재성,3(3),월(3-4) 하나과학관 101호 수(3-4) 하나과학관 101호
생명과학대학,서울,LIST305,02,학부공통,생명과학대학,생화학Ⅰ,최무현,3(3),화(2) 하나과학관 지하 215호 목(2) 하나과학관 지하 215호
생명과학대학,서울,LIST305,03,학부공통,생명과학대학,생화학Ⅰ,이병천,3(3),월(5) 생명과학관(동관)107 호 수(5) 생명과학관(동관)107 호
생명과학대학,서울,LIST305,04,학부공통,생명과학대학,생화학Ⅰ(영강),정철희,3(3),화(1) 생명과학관(서관)301호 목(1) 생명과학관(서관)301호
생명과학대학,서울,LIBS447,00,전공필수,생명과학부,연구논문지도I (수업시간:18:00~20:50),홍정호,1(3),금(8-10) 하나과학관 109호
생명과학대학,서울,LIBS453,00,전공선택,생명과학부,식물생명과학(영강),백경희 오은규,3(3),월(5) 하나과학관 109호 수(5) 하나과학관 109호
생명과학대학,서울,LIBS482,00,전공선택,생명과학부,분석생명과학 (수업시간:12:00~13:15),구만복,3(3),월(3-4) 하나과학관 102호 수(4) 하나과학관 102호
생명과학대학,서울,LIBS487,00,전공선택,생명과학부,식물발달분자생리학I,안지훈,3(3),월(5) 하나과학관 지하 120호 수(5) 하나과학관 지하 120호
생명과학대학,서울,LIBT327,00,전공선택,생명공학부,면역공학(영강),전태훈,3(3),월(2) 생명과학관(서관) 335호 수(2) 생명과학관(서관) 335호
생명과학대학,서울,LIBT338,00,전공선택,생명공학부,식물조직배양공학,노영미,3(3),목(6-8) 생명과학관(서관) 401호
생명과학대학,서울,LIBT340,00,전공선택,생명공학부,산업식물육종학,김욱,3(3),월(2) 생명과학관(서관) 437호 화(2) 생명과학관(서관) 437호
생명과학대학,서울,LIBT359,00,전공선택,생명공학부,천연물공학,이동호,3(3),월(5) 생명과학관(서관) 231호 수(5) 생명과학관(서관) 231호
생명과학대학,서울,LIBT367,00,전공선택,생명공학부,식물공장학(영강),김종윤,3(3),월(6) 생명과학관(서관) 201호 수(6) 생명과학관(서관) 201호
생명과학대학,서울,LIBT371,00,전공선택,생명공학부,미생물생명공학Ⅰ,이일석,3(3),화(2) 생명과학관(서관)301호 목(2) 생명과학관(서관)301호
생명과학대학,서울,LIBT377,00,전공선택,생명공학부,합성생물학,최인걸,3(3),월(3-4) 생명과학관(서관)301호 수(3-4) 생명과학관(서관)301호
생명과학대학,서울,LIBT389,00,전공선택,생명공학부,극지생명공학(영강),박현,3(3),화(3-4) 생명과학관(동관)108호 목(3-4) 생명과학관(동관)108호
생명과학대학,서울,LIBT391,00,전공선택,생명공학부,분자바이러스생명공학,송문정,3(3),월(5) 생명과학관(서관) 437호 수(5) 생명과학관(서관) 437호
생명과학대학,서울,LIBT439,00,전공선택,생명공학부,동물생명공학세미나,황광연,3(3),금(5-6) 생명과학관(서관)301호
선택교양,서울,ENGL122,00,교양,영어영문학과,시사영어(영강),이은하,3(3),화(5)  목(5)
선택교양,서울,ENGL123,02,교양,영어영문학과,영어읽기와토론Ⅰ(영강),이지영,3(3),화(5) 교양관 314호 목(5) 교양관 314호
선택교양,서울,ENGL123,03,교양,영어영문학과,영어읽기와토론Ⅰ(영강),이진형,3(3),월(5) 교양관 314호 수(5) 교양관 314호
선택교양,서울,ENGL123,04,교양,영어영문학과,영어읽기와토론Ⅰ(영강),황지연,3(3),화(3-4) 교양관 305호 목(3-4) 교양관 305호
선택교양,서울,ENGL123,05,교양,영어영문학과,영어읽기와토론Ⅰ(영강),유영현,3(3),화(2) 교양관 412호 목(2) 교양관 412호
선택교양,서울,ENGL123,06,교양,영어영문학과,영어읽기와토론Ⅰ(영강),전범수,3(3),화(3-4) 정경관 507호 목(3-4) 정경관 507호
선택교양,서울,ENGL123,07,교양,영어영문학과,영어읽기와토론Ⅰ(영강),최선영,3(3),화(1) 서관 225호 목(1) 서관 225호
선택교양,서울,ENGL123,08,교양,영어영문학과,영어읽기와토론Ⅰ(영강) 강의실: SK미래관 504호,전범수,3(3),월(6)  수(6)
선택교양,서울,ENGL125,00,교양,영어영문학과,고급영문법(영강),이지영,3(3),월(3-4) 교양관 209호 수(3-4) 교양관 209호
선택교양,서울,ENGL126,01,교양,영어영문학과,실용영어읽기와쓰기(영강),임현선,3(3),화(1) 교양관 310호 목(1) 교양관 310호
선택교양(기초과학),서울,CHEM153,15,교양,이과대학,"일반화학실험Ⅰ 바이오시스템 
('21학번 101 ~ 118 )",최진주,1(3),목(5-6) 이학관별관 307호
선택교양(기초과학),서울,CHEM153,16,교양,이과대학,"일반화학실험Ⅰ 바이오시스템 
('21학번 119 ~ 136 )",전민아,1(3),목(5-6) 이학관별관 309호
선택교양(기초과학),서울,CHEM153,17,교양,이과대학,"일반화학실험Ⅰ 바이오시스템 
('21학번 137 ~ 155 )",박민진,1(3),목(5-6) 이학관별관605
선택교양(기초과학),서울,CHEM153,18,교양,이과대학,"일반화학실험Ⅰ 바이오시스템 
('21학번 156 ~ 끝 )",정상민,1(3),목(5-6) 이학관별관607
선택교양(기초과학),서울,CHEM153,19,교양,이과대학,"일반화학실험Ⅰ 보건환경융합 
('21학번 201 ~ 220)",천철홍,1(3),화(5-6) 이학관별관 302호
선택교양(기초과학),서울,CHEM153,20,교양,이과대학,"일반화학실험Ⅰ 보건환경융합 
('21학번 221 ~ 240)",천철홍,1(3),화(5-6) 이학관별관 305호
선택교양(기초과학),서울,CHEM153,21,교양,이과대학,"일반화학실험Ⅰ 보건환경융합 
('21학번 241 ~ 260)",천철홍,1(3),화(5-6) 이학관별관 307호
선택교양(기초과학),서울,CHEM153,22,교양,이과대학,"일반화학실험Ⅰ 보건환경융합 
('21학번 261 ~ 280)",천철홍,1(3),화(5-6) 이학관별관 309호
선택교양(기초과학),서울,CHEM153,23,교양,이과대학,"일반화학실험Ⅰ 보건환경융합 
('21학번 281 ~ 300)",천철홍,1(3),화(5-6) 이학관별관605
선택교양(기초과학),서울,CHEM153,24,교양,이과대학,"일반화학실험Ⅰ 보건환경융합 
('21학번 301 ~ 끝)",천철홍,1(3),화(5-6) 이학관별관607
자유정의진리,서울,GELI001,3A,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,정유나,3(3),월(1)  수(1)
자유정의진리,서울,GELI001,3B,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,정유나,3(3),월(2)  수(2)
자유정의진리,서울,GELI001,3C,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,고운이,3(3),월(3-4)  수(3-4)
자유정의진리,서울,GELI001,3D,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,고운이,3(3),월(5)  수(5)
자유정의진리,서울,GELI001,3E,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,곽영윤,3(3),월(6)  수(6)
자유정의진리,서울,GELI001,3F,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,곽영윤,3(3),월(7-8)  수(7-8)
자유정의진리,서울,GELI001,3G,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,허영진,3(3),화(1)  목(1)
자유정의진리,서울,GELI001,3H,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,허영진,3(3),화(2)  목(2)
자유정의진리,서울,GELI001,3I,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,원도연,3(3),화(3-4)  목(3-4)
자유정의진리,서울,GELI001,3J,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,원도연,3(3),화(5)  목(5)
사범대학,서울,ELED161,02,전공필수,영어교육과,영어학입문 [2021 신입생만 수강가능],김지현,3(3),월(5) 교육관 406호 수(5) 교육관 406호
사범대학,서울,ELED162,01,전공필수,영어교육과,영어청해및회화I(영강),Michael Misner Hye Won Shin,3(4),월(3) 교육관 308호 화(3) 교육관 308호
사범대학,서울,ELED162,02,전공필수,영어교육과,"영어청해및회화I(영강) [2021 신입생만 수강가능], 50분 수업",Michael Misner Hye Won Shin,3(4),월(2) 교육관 310호 화(2) 교육관 311호
사범대학,서울,ELED162,03,전공필수,영어교육과,영어청해및회화I(영강) [2021 신입생만 수강가능],Michael Misner Hye Won Shin,3(4),월(3) 교육관 313호 화(3) 교육관 313호
사범대학,서울,ELED164,00,전공필수,영어교육과,영미문학교육(영강),최석무,3(3),화(6) 교육관 403호 목(6) 교육관 403호
사범대학,서울,ELED216,01,전공필수,영어교육과,고급영어독해(영강),Michael Misner,3(3),월(6) 교육관 312호 수(6) 교육관 312호
사범대학,서울,ELED216,02,전공필수,영어교육과,고급영어독해(영강),Michael Misner,3(3),화(6) 교육관 312호 목(6) 교육관 312호
사범대학,서울,ELED217,00,전공필수,영어교육과,영어교과논리및논술(영강),Hye Won Shin,3(3),월(6) 교육관 313호 수(6) 교육관 313호
사범대학,서울,ELED225,00,전공필수,영어교육과,영어음성및음운구조(영강),이신숙,3(3),월(5) 교육관 407호 수(5) 교육관 407호
사범대학,서울,ELED226,00,전공필수,영어교육과,영어문법의이해,최영식,3(3),금(5-6) 교육관 305호
사범대학,서울,PHEK225,02,전공선택,체육교육과,육상교수법Ⅰ [장소-화정체육관 녹지운동장],정혜림,1(2),금(3-4) 교육관 312호
사범대학,서울,PHEK227,01,전공선택,체육교육과,수영교수법Ⅰ [장소-노블레스 수영장],김태윤,1(2),화(3-4) 사대신관 124A호
사범대학,서울,PHEK227,02,전공선택,체육교육과,수영교수법Ⅰ [장소-노블레스 수영장],이해령,1(2),목(3-4) 사대신관 124A호
사범대학,서울,PHEK229,00,전공선택,체육교육과,체육교육개론,정주혁,3(3),화(6) 교육관 103호 목(6) 교육관 103호
사범대학,서울,PHEK230,00,전공선택,체육교육과,스포츠정보처리,이현섭,3(3),수(5-6) 교육관 301호
사범대학,서울,PHEK261,00,전공필수,체육교육과,스포츠생리학,윤성진,3(3),화(2) 교육관 303호 목(2) 교육관 303호
사범대학,서울,PHEK263,00,전공필수,체육교육과,운동학습및심리(영강),박진훈,3(3),수(6-8) 교육관 303호
사범대학,서울,PHEK265,00,전공선택,체육교육과,체조교수법Ⅰ [장소-화정체육관 체조장],한연숙,1(2),화(1-2) 교육관 406호
사범대학,서울,PHEK266,00,전공선택,체육교육과,테니스교수법 [장소-테니스장],유정인,1(2),수(3-4) 교육관 309호
사범대학,서울,PHEK267,00,전공선택,체육교육과,축구교수법 [장소-화정체육관 녹지운동장],전상완,1(2),수(1-2) 교육관 305호
사범대학,서울,PHEK275,00,전공선택,체육교육과,스포츠영양학,박종훈,3(3),화(6) 교육관 202호 목(6) 교육관 202호
사범대학,서울,GEOG155,00,전공필수,지리교육과,GIS개론(영강) 1학년필수과목,김영호,3(3),월(6) 교육관 102호 수(6) 교육관 102호
사범대학,서울,GEOG171,00,전공선택,지리교육과,야외지리조사I,김영호,0(0),미정
사범대학,서울,GEOG201,00,전공필수,지리교육과,지형학,성영배,3(3),월(6) 교육관 403호 수(6) 교육관 403호
사범대학,서울,GEOG207,00,전공필수,지리교육과,한국지리총론,홍금수,3(3),월(5) 교육관 102호 수(5) 교육관 102호
사범대학,서울,GEOG213,00,전공선택,지리교육과,농촌지리학,천종호,3(3),월(7-9) 교육관 407호
사범대학,서울,GEOG271,00,전공선택,지리교육과,야외지리조사III,성영배,0(0),미정
사범대학,서울,GEOG305,00,전공필수,지리교육과,문화지리학,홍금수,3(3),화(2) 교육관 202호 목(2) 교육관 202호
사범대학,서울,GEOG307,00,전공선택,지리교육과,세계지리,장규진,3(3),수(7-9) 교육관 406호
사범대학,서울,GEOG347,00,전공필수,지리교육과,지리교과교육론,서태열,3(3),월(2) 교육관 303호 수(2) 교육관 303호
사범대학,서울,GEOG351,00,전공선택,지리교육과,사회지리학,최은영,3(3),목(5-6) 교육관 504호
선택교양(외국어),서울,HANM142,00,교양,한문학과,중급한문,이남면,3(3),화(2) 국제관423 목(2) 국제관423
선택교양(외국어),서울,JAPN113,01,교양,일어일문학과,"교양일본어Ⅰ(외국어강의) sk미래관330호
일문과 1학년 우선",노윤선,3(5),월(5)  화(7)
선택교양(외국어),서울,JAPN113,02,교양,일어일문학과,교양일본어Ⅰ(외국어강의) sk미래관330호,이영호,3(5),화(5)  수(7)
선택교양(외국어),서울,JAPN113,03,교양,일어일문학과,교양일본어Ⅰ(외국어강의) 화/목 강의실 : SK미래관 330호,김보현,3(5),화(2)  수(4) 서관 315호
선택교양(외국어),서울,JAPN113,04,교양,일어일문학과,교양일본어Ⅰ(외국어강의) sk미래관330호,정수진,3(5),월(1)  화(3)
선택교양(외국어),서울,JAPN113,05,교양,일어일문학과,교양일본어Ⅰ(외국어강의) sk미래관330호,김욱,3(5),월(2)  화(4)
선택교양(외국어),서울,JAPN114,01,교양,일어일문학과,교양일본어Ⅱ(외국어강의) sk미래관330호,김인아,3(5),월(7-8)  수(6)
선택교양(외국어),서울,JAPN114,02,교양,일어일문학과,교양일본어Ⅱ(외국어강의) sk미래관331호,이가혜,3(5),월(5)  화(7)
선택교양(외국어),서울,RUSS131,01,교양,노어노문학과,교양러시아어I(외국어강의) 노문과21학번신입생끝자리홀수학번,김혁 Istomina Ilona,3(5),화(3-4) 교육관 301호 수(7) 교육관 301호
선택교양(외국어),서울,RUSS131,02,교양,노어노문학과,교양러시아어I(외국어강의) 노문과21학번신입생끝자리짝수학번,Valentina A Bojko 이남경,3(5),화(3-4) 교육관 403호 수(7) 교육관 403호
선택교양(외국어),서울,RUSS131,03,교양,노어노문학과,교양러시아어I(외국어강의),김혁 Istomina Ilona,3(5),화(1) 교육관 407호 수(3) 교육관 407호
사범대학,서울,HISE163,00,전공선택,역사교육과,한국사개론 역사교육과 1학년만 수강 가능,권내현,3(3),화(2) 교육관 305호 목(2) 교육관 305호
사범대학,서울,HISE201,00,전공필수,역사교육과,"한국고대사 역사교육과 학생만 수강 가능 (이중전공포함)
2학년 이상 수강 가능",박현숙,3(3),화(2) 교육관 104호 목(2) 교육관 104호
사범대학,서울,HISE203,00,전공필수,역사교육과,중국고대사,이주현,3(3),금(6-8) 교육관 303호
사범대학,서울,HISE208,00,전공필수,역사교육과,서양중세사,홍용진,3(3),월(2) 교육관 201호 수(2) 교육관 201호
사범대학,서울,HISE209,00,전공필수,역사교육과,일본고대사,정순일,3(3),월(5) 교육관 202호 수(5) 교육관 202호
사범대학,서울,HISE305,00,전공필수,역사교육과,한국근세사,권내현,3(3),화(5) 교육관 302호 목(5) 교육관 302호
사범대학,서울,HISE307,00,전공필수,역사교육과,중국근대사,이훈,3(3),월(6) 교육관 202호 수(6) 교육관 202호
사범대학,서울,HISE343,00,전공필수,역사교육과,역사교과교재연구및지도법(세계사I),정순일,3(3),월(7-8) 교육관 202호 수(7-8) 교육관 202호
사범대학,서울,HISE349,00,전공필수,역사교육과,역사교과교육론,홍선이,3(3),화(7-8) 교육관 102호 목(7-8) 교육관 102호
사범대학,서울,HISE354,00,전공선택,역사교육과,서양사회경제사(영강),김승우,3(3),월(3-4) 사대신관 223호 수(3-4) 사대신관 223호
사범대학,서울,HISE401,00,전공필수,역사교육과,한국현대사,김헌주,3(3),화(3-4) 교육관 202호 목(3-4) 교육관 202호
글쓰기,서울,GEWR001,32,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",정수연,2(3),월(7-8) 교양관 305호 수(7-8) 교양관 305호
글쓰기,서울,GEWR001,33,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",김영애,2(3),월(7-8) 교양관 309호 수(7-8) 교양관 309호
글쓰기,서울,GEWR001,34,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",강혜정,2(3),월(7-8) 교양관 306호 수(7-8) 교양관 306호
글쓰기,서울,GEWR001,35,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",한세정,2(3),화(1) 교양관 309호 목(1) 교양관 309호
글쓰기,서울,GEWR001,36,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",류경동,2(3),화(1) 교양관 306호 목(1) 교양관 306호
글쓰기,서울,GEWR001,37,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",김희진,2(3),화(1) 교양관 305호 목(1) 교양관 305호
글쓰기,서울,GEWR001,38,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",김희진,2(3),화(2) 교양관 305호 목(2) 교양관 305호
글쓰기,서울,GEWR001,39,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",정경미,2(3),화(2) 교양관 309호 목(2) 교양관 309호
글쓰기,서울,GEWR001,40,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",한세정,2(3),화(3-4) 교양관 306호 목(3-4) 교양관 306호
글쓰기,서울,GEWR001,41,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",류경동,2(3),화(3-4) 교양관 309호 목(3-4) 교양관 309호
ACADEMIC ENGLISH,서울,IFLS011,32,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Glenn P. Sundeen,1(2),화(3) 국제관 512A호 목(3) 국제관 512A호
ACADEMIC ENGLISH,서울,IFLS011,33,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Peter S. Sylvestre,1(2),화(4) 국제관 511B호 목(4) 국제관 511B호
ACADEMIC ENGLISH,서울,IFLS011,34,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Mark Robert Eade,1(2),화(5) 국제관 307A호 목(5) 국제관 307A호
ACADEMIC ENGLISH,서울,IFLS011,35,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Mark Robert Eade,1(2),화(6) 국제관 307A호 목(6) 국제관 307A호
ACADEMIC ENGLISH,서울,IFLS011,36,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Alexander Vos,1(2),월(1) 국제관 408B호 수(1) 국제관 408B호
ACADEMIC ENGLISH,서울,IFLS011,37,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Alexander Vos,1(2),월(2) 국제관 408B호 수(2) 국제관 408B호
ACADEMIC ENGLISH,서울,IFLS011,38,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Alexander Vos,1(2),월(3) 국제관 511호 수(3) 국제관 511호
ACADEMIC ENGLISH,서울,IFLS011,39,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Thomas Walsh,1(2),월(4) 국제관 408B호 수(4) 국제관 408B호
