Column1,Unnamed: 0,entire,campus,number,class_,seperate,major,class_name,prof,time,place,day1,day2,place1,place2,place1_지번,place2_지번
2670,2670,선택교양(기초과학),서울,PHYS161,34,교양,이과대학,"일반물리학실험Ⅰ 전기전자('21학번 996 ~ 1008), 재수강/미이수자",김하림,1(3),수(6-8) 신공학관B115호(실험실),수(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2671,2671,선택교양(기초과학),서울,PHYS161,35,교양,이과대학,일반물리학실험Ⅰ(영강) 외국인반(※내국인은 한국어 불가능자만 수강 허용),정호용,1(3),수(6-8) 이학관별관 506호,수(6-8),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
2672,2672,선택교양(기초과학),서울,PHYS161,36,교양,이과대학,"일반물리학실험Ⅰ 기계('21학번 697 ~ 끝), 화공생명('21학번 046 ~ 끝), 재수강/미이수자",정창근,1(3),목(2-4) 신공학관B107호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2673,2673,선택교양(기초과학),서울,PHYS161,37,교양,이과대학,"일반물리학실험Ⅰ 기계('21학번 697 ~ 끝), 화공생명('21학번 046 ~ 끝), 재수강/미이수자",김경태,1(3),목(2-4) 신공학관B106호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2674,2674,선택교양(기초과학),서울,PHYS161,38,교양,이과대학,"일반물리학실험Ⅰ 기계('21학번 697 ~ 끝), 화공생명('21학번 046 ~ 끝), 재수강/미이수자",이기수,1(3),목(2-4) 신공학관B103(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2675,2675,선택교양(기초과학),서울,PHYS161,39,교양,이과대학,"일반물리학실험Ⅰ 기계('21학번 697 ~ 끝), 화공생명('21학번 046 ~ 끝), 재수강/미이수자",김하음,1(3),목(2-4) 신공학관B115호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2676,2676,공과대학,서울,ACEE443,0,전공선택,건축사회환경공학부,공정관리,유위성,3(3),목(8-10) 공학관 466호,미정,,공학관,미정,서울 성북구 안암동5가 126-16,미정
2677,2677,공과대학,서울,ACEE446,0,전공선택,건축사회환경공학부,가치공학,임종권,2(3),금(7-9) 공학관 466호,금(7-9),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2678,2678,공과대학,서울,ACEE449,0,전공선택,건축사회환경공학부,건물에너지모델링및분석(영강),허연숙,3(3),월(7-8) 공학관 466호 월(7-8) 창의관 101호,월(7-8),월(7-8),공학관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2679,2679,공과대학,서울,ACEE471,1,전공필수,건축사회환경공학부,건설종합설계I (사회인프라),공정식 최항석,3(4),금(4-6) 공학관 250호,금(4-6),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2680,2680,공과대학,서울,ACEE471,2,전공필수,건축사회환경공학부,건설종합설계I,조훈희 이종구 강승모,3(4),금(4-6) 공학관 166호,금(4-6),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2681,2681,공과대학,서울,ACEE471,3,전공필수,건축사회환경공학부,건설종합설계I(영강) (물과환경),정동휘,3(4),금(4-6) 공학관 164호,금(4-6),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2682,2682,공과대학,서울,ACEE471,4,전공필수,건축사회환경공학부,건설종합설계I(영강) (기후및에너지),허연숙,3(4),금(4-6) 공학관 466호,금(4-6),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2683,2683,공과대학,서울,ACEE481,0,전공선택,건축사회환경공학부,건축법규,이관직,2(3),월(5-6) 공학관 162호,월(5-6),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2684,2684,공과대학,서울,ACEE485,0,전공선택,건축사회환경공학부,사업비관리,손상혁,3(3),화(7-9) 공학관 164호,화(7-9),,공학관,미정,서울 성북구 안암동5가 126-16,미정
2685,2685,1학년세미나,서울,GEKS005,GV,교양,교양교육원,1학년세미나Ⅰ,박상수,1(1),미정,미정,,미정,미정,미정,미정
2686,2686,1학년세미나,서울,GEKS005,GW,교양,교양교육원,1학년세미나Ⅰ,김덕파,1(1),미정,미정,,미정,미정,미정,미정
2687,2687,1학년세미나,서울,GEKS005,GX,교양,교양교육원,1학년세미나Ⅰ,강규호,1(1),미정,미정,,미정,미정,미정,미정
2688,2688,1학년세미나,서울,GEKS005,GY,교양,교양교육원,1학년세미나Ⅰ,Dirk Bethmann,1(1),미정,미정,,미정,미정,미정,미정
2689,2689,1학년세미나,서울,GEKS005,GZ,교양,교양교육원,1학년세미나Ⅰ,김세익,1(1),미정,미정,,미정,미정,미정,미정
2690,2690,1학년세미나,서울,GEKS005,H1,교양,교양교육원,1학년세미나Ⅰ,이진혁,1(1),미정,미정,,미정,미정,미정,미정
2691,2691,1학년세미나,서울,GEKS005,H2,교양,교양교육원,1학년세미나Ⅰ,조원기,1(1),미정,미정,,미정,미정,미정,미정
2692,2692,1학년세미나,서울,GEKS005,H3,교양,교양교육원,1학년세미나Ⅰ,고강혁,1(1),미정,미정,,미정,미정,미정,미정
2693,2693,1학년세미나,서울,GEKS005,H4,교양,교양교육원,1학년세미나Ⅰ,어윤종,1(1),미정,미정,,미정,미정,미정,미정
2694,2694,1학년세미나,서울,GEKS005,H5,교양,교양교육원,1학년세미나Ⅰ,고영우,1(1),미정,미정,,미정,미정,미정,미정
2695,2695,선택교양,서울,PHEK108,5,교양,체육교육과,볼링 [장소-성신볼링장],김은혜,1(2),목(5-6) ,목(5-6),,미정,미정,미정,미정
2696,2696,선택교양,서울,PHEK110,1,교양,체육교육과,스포츠댄스 [장소-체육생활관 무용실],유지은,1(2),월(1-2) ,월(1-2),,미정,미정,미정,미정
2697,2697,선택교양,서울,PHEK114,1,교양,체육교육과,빙상 [장소-아이스링크장],이병엽,1(2),월(5-6) ,월(5-6),,미정,미정,미정,미정
2698,2698,선택교양,서울,PHEK114,2,교양,체육교육과,빙상 [장소-아이스링크장],이병엽,1(2),목(5-6) ,목(5-6),,미정,미정,미정,미정
2699,2699,선택교양,서울,PHEK114,3,교양,체육교육과,빙상 [장소-아이스링크장],김태윤,1(2),화(5-6) ,화(5-6),,미정,미정,미정,미정
2700,2700,선택교양,서울,PHEK114,4,교양,체육교육과,빙상 [장소-아이스링크장],김태윤,1(2),수(5-6) ,수(5-6),,미정,미정,미정,미정
2701,2701,선택교양,서울,PHEK118,1,교양,체육교육과,농구 [체육교육과 수강금지/장소-체육생활관 농구장]],양재혁,1(2),화(3-4) ,화(3-4),,미정,미정,미정,미정
2702,2702,선택교양,서울,PHEK118,2,교양,체육교육과,농구 [체육교육과 수강금지/장소-체육생활관 농구장],양재혁,1(2),화(5-6) ,화(5-6),,미정,미정,미정,미정
2703,2703,선택교양,서울,PHEK118,4,교양,체육교육과,농구 [체육교육과 수강금지/장소-체육생활관 농구장],박종규,1(2),목(7-8) ,목(7-8),,미정,미정,미정,미정
2704,2704,선택교양,서울,PHEK120,1,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-화정체육관 보조경기장],방은혜,1(2),목(1-2) ,목(1-2),,미정,미정,미정,미정
2705,2705,공과대학,서울,KECE303,5,전공필수,전기전자공학부,전자회로설계및실험I,이형민,1(3),목(2-4) 신공학관106호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2706,2706,공과대학,서울,KECE303,6,전공필수,전기전자공학부,전자회로설계및실험I,박정호,1(3),목(2-4) 신공학관107호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2707,2707,공과대학,서울,KECE303,7,전공필수,전기전자공학부,전자회로설계및실험I,주병권,1(3),목(2-4) 신공학관108호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2708,2708,공과대학,서울,KECE303,8,전공필수,전기전자공학부,전자회로설계및실험I,정승원,1(3),목(2-4) 신공학관110호(실험실),목(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2709,2709,공과대학,서울,KECE313,1,전공선택,전기전자공학부,신호와시스템,윤태웅,3(3),화(5) 창의관 203호 목(5) 창의관 203호,화(5),목(5),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2710,2710,공과대학,서울,KECE313,2,전공선택,전기전자공학부,신호와시스템,김창수,3(3),화(5) 신공학관B105호 목(5) 신공학관B105호,화(5),목(5),신공학관,신공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2711,2711,공과대학,서울,KECE313,3,전공선택,전기전자공학부,신호와시스템,김종옥,3(3),화(5) 아산이학관 111호 목(5) 아산이학관 111호,화(5),목(5),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2712,2712,공과대학,서울,KECE323,1,전공선택,전기전자공학부,전자장,김문일,3(3),화(1) 공학관 466호 목(1) 공학관 466호,화(1),목(1),공학관,공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2713,2713,공과대학,서울,KECE323,2,전공선택,전기전자공학부,전자장,전상근,3(3),월(3-4) 공학관 250호 수(3-4) 공학관 250호,월(3-4),수(3-4),공학관,공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2714,2714,공과대학,서울,KECE325,1,전공선택,전기전자공학부,통신이론,강충구,3(3),월(2) 공학관 167호 수(2) 공학관 167호,월(2),수(2),공학관,공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2715,2715,공과대학,서울,AMSE443,0,전공선택,신소재공학부,광소재및소자(영강) 강의실없음-온라인으로 수업진행,성태연,3(3),월(5) 수(5) ,월(5),수(5),미정,미정,미정,미정
2716,2716,공과대학,서울,AMSE449,0,전공선택,신소재공학부,"분자바이오소재(영강) 유기나노소재 유사과목
-유기나노소재 수강한 학생들은 해당과목 수강시 재수강",강희민,3(3),화(6) 창의관 117호 목(6) 창의관 117호,화(6),목(6),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2717,2717,공과대학,서울,AMSE461,1,전공필수,신소재공학부,졸업종합설계Ⅰ 신소재공학부 홈페이지 공지 확인,김웅,3(4),토(7-10) ,미정,,미정,미정,미정,미정
2718,2718,공과대학,서울,AMSE461,2,전공필수,신소재공학부,졸업종합설계Ⅰ 신소재공학부 홈페이지 공지 확인,남산,3(4),토(7-10) ,미정,,미정,미정,미정,미정
2719,2719,공과대학,서울,AMSE461,3,전공필수,신소재공학부,졸업종합설계Ⅰ 신소재공학부 홈페이지 공지 확인,김동환,3(4),토(7-10) ,미정,,미정,미정,미정,미정
2720,2720,공과대학,서울,AMSE461,4,전공필수,신소재공학부,졸업종합설계Ⅰ 신소재공학부 홈페이지 공지 확인,성태연,3(4),토(7-10) ,미정,,미정,미정,미정,미정
2721,2721,공과대학,서울,AMSE461,5,전공필수,신소재공학부,졸업종합설계Ⅰ 신소재공학부 홈페이지 공지 확인,손석수,3(4),토(7-10) ,미정,,미정,미정,미정,미정
2722,2722,공과대학,서울,AMSE461,6,전공필수,신소재공학부,졸업종합설계Ⅰ 신소재공학부 홈페이지 공지 확인,이재철,3(4),토(7-10) ,미정,,미정,미정,미정,미정
2723,2723,공과대학,서울,MECH463,0,전공선택,기계공학부,마이크로프로세서프로그래밍(영강),정우진,3(4),월(5) 창의관 205호 월(9) 창의관 303호,월(5),월(9),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2724,2724,공과대학,서울,MECH471,1,전공선택,기계공학부,종합설계,김권희,3(3),화(5) 창의관 106호 목(5) 창의관 106호,화(5),목(5),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2725,2725,공과대학,서울,MECH471,2,전공선택,기계공학부,종합설계(영강),문두환,3(3),화(5) 과도관 410호 목(5) 과도관 410호,화(5),목(5),과학도서관,과학도서관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2726,2726,공과대학,서울,MECH483,0,전공선택,기계공학부,로봇공학(영강),박신석,3(3),월(6) 창의관 B114호 수(6) 창의관 B114호,월(6),수(6),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2727,2727,경영대학,서울,BUSS213,7,전공필수,경영학과,중급회계I(영강),김재영,3(3),월(7-8) L-P 531호 수(7-8) L-P 531호,월(7-8),수(7-8),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2728,2728,경영대학,서울,BUSS213,8,전공필수,경영학과,중급회계I(영강),이상혁,3(3),화(7-8) L-P 217호 목(7-8) L-P 217호,화(7-8),목(7-8),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2729,2729,경영대학,서울,BUSS214,0,전공선택,경영학과,중급회계II,배길수,3(3),화(2) L-P 108호 목(2) L-P 108호,화(2),목(2),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2730,2730,경영대학,서울,BUSS215,1,전공필수,경영학과,경영정보시스템,한재민,3(3),화(2) 현차관412 목(2) 현차관412,화(2),목(2),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2731,2731,경영대학,서울,BUSS215,2,전공필수,경영학과,경영정보시스템(영강),홍세준,3(3),화(1) 현차관 301호 목(1) 현차관 301호,화(1),목(1),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2732,2732,경영대학,서울,BUSS215,3,전공필수,경영학과,경영정보시스템(영강),이동원,3(3),화(5) L-P 107호 목(5) L-P 107호,화(5),목(5),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2733,2733,경영대학,서울,BUSS215,4,전공필수,경영학과,경영정보시스템(영강),이건웅,3(3),월(5) L-P 207호 수(5) L-P 207호,월(5),수(5),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2734,2734,경영대학,서울,BUSS215,5,전공필수,경영학과,경영정보시스템(영강),백지예,3(3),월(2) 현차관 B206호 수(2) 현차관 B206호,월(2),수(2),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2735,2735,경영대학,서울,BUSS215,6,전공필수,경영학과,경영정보시스템(영강),박경배,3(3),월(6) L-P 217호 수(6) L-P 217호,월(6),수(6),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2736,2736,경영대학,서울,BUSS215,7,전공필수,경영학과,경영정보시스템(영강),박경배,3(3),월(7-8) L-P 217호 수(7-8) L-P 217호,월(7-8),수(7-8),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2737,2737,선택교양(기초과학),서울,PHYS161,40,교양,이과대학,"일반물리학실험Ⅰ 바이오의공('21학번 001 ~ 015), 재수강/미이수자",이기환,1(3),목(6-8) 신공학관B107호(실험실),목(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2738,2738,선택교양(기초과학),서울,PHYS161,41,교양,이과대학,"일반물리학실험Ⅰ 바이오의공('21학번 016 ~ 030), 재수강/미이수자",임재훈,1(3),목(6-8) 신공학관B106호(실험실),목(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2739,2739,선택교양(기초과학),서울,PHYS161,42,교양,이과대학,"일반물리학실험Ⅰ 바이오의공('21학번 031 ~ 046), 재수강/미이수자",김경태,1(3),목(6-8) 신공학관B103(실험실),목(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2740,2740,선택교양(기초과학),서울,PHYS161,43,교양,이과대학,"일반물리학실험Ⅰ 바이오의공('21학번 047 ~ 062), 재수강/미이수자",김준영,1(3),목(6-8) 신공학관B115호(실험실),목(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2741,2741,선택교양(기초과학),서울,PHYS161,44,교양,이과대학,"일반물리학실험Ⅰ 바이오의공('21학번 063 ~ 끝), 재수강/미이수자",김하음,1(3),목(6-8) 신공학관B114호(실험실),목(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2742,2742,선택교양(기초과학),서울,PHYS161,45,교양,이과대학,일반물리학실험Ⅰ 물리('21학번 101 ~ 116),김유래,1(3),금(2-4) 신공학관B107호(실험실),금(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2743,2743,선택교양(기초과학),서울,PHYS161,46,교양,이과대학,일반물리학실험Ⅰ 물리('21학번 117 ~ 133),유채현,1(3),금(2-4) 신공학관B106호(실험실),금(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2744,2744,선택교양(기초과학),서울,PHYS161,47,교양,이과대학,일반물리학실험Ⅰ 물리('21학번 134 ~ 끝),박종대,1(3),금(2-4) 신공학관B103(실험실),금(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2745,2745,선택교양(기초과학),서울,PHYS161,48,교양,이과대학,"일반물리학실험Ⅰ 화학('21학번 201 ~ 213), 재수강/미이수자",유채현,1(3),금(6-8) 신공학관B107호(실험실),금(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2746,2746,선택교양(기초과학),서울,PHYS161,49,교양,이과대학,"일반물리학실험Ⅰ 화학('21학번 214 ~ 226), 재수강/미이수자",박종대,1(3),금(6-8) 신공학관B106호(실험실),금(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2747,2747,공과대학,서울,ACEE491,0,전공선택,건축사회환경공학부,태양광시스템설계(영강),노준홍,3(3),화(6) 신공학관B102호 목(6) 신공학관B102호,화(6),목(6),신공학관,신공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2748,2748,1학년세미나,서울,GEKS005,H6,교양,교양교육원,1학년세미나Ⅰ,이재원,1(1),미정,미정,,미정,미정,미정,미정
2749,2749,1학년세미나,서울,GEKS005,H7,교양,교양교육원,1학년세미나Ⅰ,박유성,1(1),미정,미정,,미정,미정,미정,미정
2750,2750,1학년세미나,서울,GEKS005,H8,교양,교양교육원,1학년세미나Ⅰ,구자용,1(1),미정,미정,,미정,미정,미정,미정
2751,2751,1학년세미나,서울,GEKS005,H9,교양,교양교육원,1학년세미나Ⅰ,송주원,1(1),미정,미정,,미정,미정,미정,미정
2752,2752,1학년세미나,서울,GEKS005,HA,교양,교양교육원,1학년세미나Ⅰ,조형준,1(1),미정,미정,,미정,미정,미정,미정
2753,2753,1학년세미나,서울,GEKS005,HB,교양,교양교육원,1학년세미나Ⅰ,최태련,1(1),미정,미정,,미정,미정,미정,미정
2754,2754,1학년세미나,서울,GEKS005,HC,교양,교양교육원,1학년세미나Ⅰ,정환,1(1),미정,미정,,미정,미정,미정,미정
2755,2755,1학년세미나,서울,GEKS005,HD,교양,교양교육원,1학년세미나Ⅰ,최상범,1(1),미정,미정,,미정,미정,미정,미정
2756,2756,1학년세미나,서울,GEKS005,HE,교양,교양교육원,1학년세미나Ⅰ,정윤서,1(1),미정,미정,,미정,미정,미정,미정
2757,2757,1학년세미나,서울,GEKS005,HF,교양,교양교육원,1학년세미나Ⅰ,김경희,1(1),미정,미정,,미정,미정,미정,미정
2758,2758,선택교양,서울,PHEK120,2,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-화정체육관 보조경기장],방은혜,1(2),목(3-4) ,목(3-4),,미정,미정,미정,미정
2759,2759,선택교양,서울,PHEK120,3,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-화정체육관 보조경기장],정연길,1(2),수(1-2) ,수(1-2),,미정,미정,미정,미정
2760,2760,선택교양,서울,PHEK120,4,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-화정체육관 보조경기장],정연길,1(2),수(3-4) ,수(3-4),,미정,미정,미정,미정
2761,2761,선택교양,서울,PHEK120,5,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-체육생활관 농구장],양재혁,1(2),화(1-2) ,화(1-2),,미정,미정,미정,미정
2762,2762,선택교양,서울,PHEK120,6,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-화정체육관 보조경기장],정연길,1(2),화(1-2) ,화(1-2),,미정,미정,미정,미정
2763,2763,선택교양,서울,PHEK120,7,교양,체육교육과,배드민턴 [체육교육과 수강금지/장소-화정체육관 보조경기장],정연길,1(2),화(3-4) ,화(3-4),,미정,미정,미정,미정
2764,2764,선택교양,서울,PHEK123,1,교양,체육교육과,요가 [장소-화정체육관 에어로빅실],김다애,1(2),목(3-4) ,목(3-4),,미정,미정,미정,미정
2765,2765,선택교양,서울,PHEK123,2,교양,체육교육과,요가 [장소-화정체육관 에어로빅실],김다애,1(2),목(5-6) ,목(5-6),,미정,미정,미정,미정
2766,2766,선택교양,서울,PHEK123,3,교양,체육교육과,요가 [장소-화정체육관 에어로빅실],한연숙,1(2),화(3-4) ,화(3-4),,미정,미정,미정,미정
2767,2767,선택교양,서울,PHEK123,4,교양,체육교육과,요가 [장소-체육생활관 무용실],한아름,1(2),수(1-2) ,수(1-2),,미정,미정,미정,미정
2768,2768,공과대학,서울,KECE325,2,전공선택,전기전자공학부,통신이론,엄두섭,3(3),월(2) 창의관 106호 수(2) 창의관 106호,월(2),수(2),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2769,2769,공과대학,서울,KECE325,3,전공선택,전기전자공학부,통신이론,고영채,3(3),월(2) 신공학관B105호 수(2) 신공학관B105호,월(2),수(2),신공학관,신공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2770,2770,공과대학,서울,KECE331,1,전공선택,전기전자공학부,반도체공학Ⅰ,이철진,3(3),화(1) 창의관 127호 목(1) 창의관 127호,화(1),목(1),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2771,2771,공과대학,서울,KECE331,2,전공선택,전기전자공학부,반도체공학Ⅰ,김규태,3(3),화(1) 공학관 167호 목(1) 공학관 167호,화(1),목(1),공학관,공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2772,2772,공과대학,서울,KECE331,3,전공선택,전기전자공학부,반도체공학Ⅰ,유현용,3(3),화(1) 창의관 110호 목(1) 창의관 110호,화(1),목(1),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2773,2773,공과대학,서울,KECE331,4,전공선택,전기전자공학부,반도체공학Ⅰ(영강),김수진,3(3),월(1) 창의관 205호 수(1) 창의관 205호,월(1),수(1),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2774,2774,공과대학,서울,KECE343,0,전공선택,전기전자공학부,컴퓨터구조,김선욱,3(3),월(5) 창의관 110호 수(5) 창의관 110호,월(5),수(5),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2775,2775,공과대학,서울,KECE361,1,전공선택,전기전자공학부,전력공학Ⅰ,이병준,3(3),월(5) 창의관 101호 월(5) 창의관 203호,월(5),월(5),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2776,2776,공과대학,서울,KECE361,2,전공선택,전기전자공학부,전력공학Ⅰ,장길수,3(3),화(6) 공학관 369호 목(6) 공학관 369호,화(6),목(6),공학관,공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2777,2777,공과대학,서울,KECE361,3,전공선택,전기전자공학부,전력공학Ⅰ(영강),최승연,3(3),월(5) 창의관 207호 수(5) 창의관 207호,월(5),수(5),창의관,창의관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
2778,2778,경영대학,서울,BUSS216,0,전공선택,경영학과,비즈니스애널리틱스I(영강),김기훈,3(3),화(2) 현차관 B206호 목(2) 현차관 B206호,화(2),목(2),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2779,2779,경영대학,서울,BUSS238,1,전공선택,경영학과,광고론,이두희,3(3),월(2) L-P 530호 수(2) L-P 530호,월(2),수(2),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2780,2780,경영대학,서울,BUSS238,2,전공선택,경영학과,광고론(영강),최진희,3(3),화(1) 현차관 B307호 목(1) 현차관 B307호,화(1),목(1),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2781,2781,경영대학,서울,BUSS238,3,전공선택,경영학과,광고론(영강),최진희,3(3),화(2) 현차관 B307호 목(2) 현차관 B307호,화(2),목(2),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2782,2782,경영대학,서울,BUSS244,1,전공선택,경영학과,관리회계 ?,김진배,3(3),월(6) 현차관412 수(6) 현차관412,월(6),수(6),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2783,2783,경영대학,서울,BUSS244,2,전공선택,경영학과,관리회계(영강) ?,유승원,3(3),월(3-4) L-P 205호 수(3-4) L-P 205호,월(3-4),수(3-4),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2784,2784,경영대학,서울,BUSS244,3,전공선택,경영학과,관리회계(영강),한승수,3(3),화(6) 현차관 303호 목(6) 현차관 303호,화(6),목(6),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2785,2785,경영대학,서울,BUSS252,1,전공선택,경영학과,마케팅조사론(영강),유원상,3(3),화(1) 현차관 B204호 목(1) 현차관 B204호,화(1),목(1),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2786,2786,경영대학,서울,BUSS252,2,전공선택,경영학과,마케팅조사론(영강),유시진,3(3),월(2) 현차관 B301호 수(2) 현차관 B301호,월(2),수(2),현대자동차경영관,현대자동차경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2787,2787,경영대학,서울,BUSS254,1,전공선택,경영학과,투자론(영강),김배호,3(3),화(1) L-P 207호 목(1) L-P 207호,화(1),목(1),LG포스코경영관,LG포스코경영관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
2788,2788,선택교양(기초과학),서울,PHYS161,50,교양,이과대학,"일반물리학실험Ⅰ 화학('21학번 227 ~ 239), 재수강/미이수자",최일수,1(3),금(6-8) 신공학관B103(실험실),금(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2789,2789,선택교양(기초과학),서울,PHYS161,51,교양,이과대학,"일반물리학실험Ⅰ 화학('21학번 240 ~ 끝), 재수강/미이수자",김성은,1(3),금(6-8) 신공학관B115호(실험실),금(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2790,2790,선택교양(기초과학),서울,PHYS161,52,교양,이과대학,"일반물리학실험Ⅰ 이과대('21학번), 재수강/미이수자",정창근,1(3),금(6-8) 신공학관B114호(실험실),금(6-8),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
2791,2791,선택교양(기초과학),서울,PHYS161,53,교양,이과대학,"일반물리학실험Ⅰ 보건환경융합('21학번 291~306), 재수강/미이수자",김동일,1(3),화(2-4) 이학관별관 506호,화(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
2792,2792,선택교양(기초과학),서울,PHYS161,54,교양,이과대학,"일반물리학실험Ⅰ 보건환경융합('21학번 307~끝), 재수강/미이수자",김준영,1(3),화(2-4) 이학관별관 301(실험실),화(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
2793,2793,선택교양(기초과학),서울,PHYS161,55,교양,이과대학,"일반물리학실험Ⅰ 생명과학대('21학번, 재수강/미이수자 포함)",최일수,1(3),금(2-4) 신공학관B115호(실험실),금(2-4),,신공학관,미정,서울 성북구 안암동5가 126-16,미정
